Bookmark,Frame#,Hex,ASCII,Frame Size,Delta,Timestamp,
="",2431,,,117,="",="2/3/2026 4:52:11.196587260 PM",
="",2439,,,343,="",="2/3/2026 4:52:11.221106010 PM",
="",2442,,,480,="",="2/3/2026 4:52:11.224411095 PM",
="",2443,,,444,="",="2/3/2026 4:52:11.225081895 PM",
="",2453,,,425,="",="2/3/2026 4:52:11.249051285 PM",
="",2469,,,99,="",="2/3/2026 4:52:11.303116915 PM",
="",2526,,,99,="",="2/3/2026 4:52:11.471147355 PM",
="",2539,,,105,="",="2/3/2026 4:52:11.492650030 PM",
="",2603,,,117,="",="2/3/2026 4:52:11.665538415 PM",
="",2618,,,480,="",="2/3/2026 4:52:11.693491255 PM",
="",2620,,,223,="",="2/3/2026 4:52:11.696095390 PM",
="",2628,,,117,="",="2/3/2026 4:52:11.704802415 PM",
="",2629,,,117,="",="2/3/2026 4:52:11.704923260 PM",
="",2672,,,117,="",="2/3/2026 4:52:11.813807310 PM",
="",2722,,,229,="",="2/3/2026 4:52:11.993938715 PM",
="",2723,,,424,="",="2/3/2026 4:52:11.994763640 PM",
="",2730,,,117,="",="2/3/2026 4:52:12.003360595 PM",
="",2744,,,117,="",="2/3/2026 4:52:12.039066070 PM",
="",2766,,,117,="",="2/3/2026 4:52:12.087614235 PM",
="",2783,,,333,="",="2/3/2026 4:52:12.111074685 PM",
="",2789,,,314,="",="2/3/2026 4:52:12.127503625 PM",
="",2794,,,117,="",="2/3/2026 4:52:12.146634840 PM",
="",2796,,,123,="",="2/3/2026 4:52:12.151608790 PM",
="",2799,,,348,="",="2/3/2026 4:52:12.156088440 PM",
="",2805,,,125,="",="2/3/2026 4:52:12.175644590 PM",
="",2808,,,123,="",="2/3/2026 4:52:12.176625635 PM",
="",2809,,,117,="",="2/3/2026 4:52:12.177207220 PM",
="",2812,,,117,="",="2/3/2026 4:52:12.178769150 PM",
="",2825,,,378,="",="2/3/2026 4:52:12.196363175 PM",
="",2835,,,117,="",="2/3/2026 4:52:12.205015660 PM",
="",2837,,,117,="",="2/3/2026 4:52:12.206616925 PM",
="",2855,,,117,="",="2/3/2026 4:52:12.227493675 PM",
="",2860,,,382,="",="2/3/2026 4:52:12.232222280 PM",
="",2861,,,117,="",="2/3/2026 4:52:12.234905030 PM",
="",2871,,,404,="",="2/3/2026 4:52:12.260804160 PM",
="",2881,,,99,="",="2/3/2026 4:52:12.283060460 PM",
="",2887,,,459,="",="2/3/2026 4:52:12.305195395 PM",
="",2895,,,99,="",="2/3/2026 4:52:12.314638880 PM",
="",2896,,,117,="",="2/3/2026 4:52:12.314759285 PM",
="",2900,,,117,="",="2/3/2026 4:52:12.317586720 PM",
="",2901,,,117,="",="2/3/2026 4:52:12.319616310 PM",
="",2904,,,211,="",="2/3/2026 4:52:12.328621050 PM",
="",2907,,,117,="",="2/3/2026 4:52:12.335154530 PM",
="",2941,,,117,="",="2/3/2026 4:52:12.405838250 PM",
="",2956,,,99,="",="2/3/2026 4:52:12.447819560 PM",
="",2982,,,364,="",="2/3/2026 4:52:12.517257315 PM",
="",2992,,,117,="",="2/3/2026 4:52:12.531451235 PM",
="",2993,,,117,="",="2/3/2026 4:52:12.532975205 PM",
="",2995,,,117,="",="2/3/2026 4:52:12.534498720 PM",
="",2996,,,117,="",="2/3/2026 4:52:12.535627165 PM",
="",2997,,,117,="",="2/3/2026 4:52:12.536206790 PM",
="",2998,,,117,="",="2/3/2026 4:52:12.536759425 PM",
="",3009,,,117,="",="2/3/2026 4:52:12.559255695 PM",
="",3023,,,105,="",="2/3/2026 4:52:12.584563360 PM",
="",3029,,,117,="",="2/3/2026 4:52:12.591123800 PM",
="",3032,,,117,="",="2/3/2026 4:52:12.596311345 PM",
="",3036,,,427,="",="2/3/2026 4:52:12.608344565 PM",
="",3044,,,117,="",="2/3/2026 4:52:12.618086660 PM",
="",3045,,,117,="",="2/3/2026 4:52:12.618594280 PM",
="",3049,,,117,="",="2/3/2026 4:52:12.621929230 PM",
="",3053,,,117,="",="2/3/2026 4:52:12.630333985 PM",
="",3060,,,117,="",="2/3/2026 4:52:12.633116085 PM",
="",3061,,,125,="",="2/3/2026 4:52:12.634356195 PM",
="",3063,,,117,="",="2/3/2026 4:52:12.634647175 PM",
="",3068,,,117,="",="2/3/2026 4:52:12.637368485 PM",
="",3069,,,117,="",="2/3/2026 4:52:12.637489450 PM",
="",3071,,,117,="",="2/3/2026 4:52:12.638596015 PM",
="",3072,,,117,="",="2/3/2026 4:52:12.639194440 PM",
="",3077,,,117,="",="2/3/2026 4:52:12.645169430 PM",
="",3081,,,117,="",="2/3/2026 4:52:12.647321105 PM",
="",3087,,,125,="",="2/3/2026 4:52:12.653230190 PM",
="",3089,,,125,="",="2/3/2026 4:52:12.653919685 PM",
="",3096,,,125,="",="2/3/2026 4:52:12.657866220 PM",
="",3099,,,117,="",="2/3/2026 4:52:12.658569710 PM",
="",3101,,,117,="",="2/3/2026 4:52:12.661004235 PM",
="",3102,,,125,="",="2/3/2026 4:52:12.661463205 PM",
="",3105,,,117,="",="2/3/2026 4:52:12.662576900 PM",
="",3106,,,105,="",="2/3/2026 4:52:12.662720025 PM",
="",3107,,,117,="",="2/3/2026 4:52:12.663074480 PM",
="",3108,,,125,="",="2/3/2026 4:52:12.664611560 PM",
="",3125,,,129,="",="2/3/2026 4:52:12.692640880 PM",
="",3127,,,125,="",="2/3/2026 4:52:12.693296170 PM",
="",3129,,,117,="",="2/3/2026 4:52:12.693768890 PM",
="",3134,,,125,="",="2/3/2026 4:52:12.701433635 PM",
="",3146,,,117,="",="2/3/2026 4:52:12.738154285 PM",
="",3151,,,117,="",="2/3/2026 4:52:12.748424105 PM",
="",3159,,,125,="",="2/3/2026 4:52:12.763560715 PM",
="",3160,,,105,="",="2/3/2026 4:52:12.763664220 PM",
="",3170,,,425,="",="2/3/2026 4:52:12.787362245 PM",
="",3175,,,117,="",="2/3/2026 4:52:12.801417385 PM",
="",3177,,,117,="",="2/3/2026 4:52:12.806419955 PM",
="",3180,,,378,="",="2/3/2026 4:52:12.810903060 PM",
="",3208,,,480,="",="2/3/2026 4:52:12.872663930 PM",
="",3214,,,229,="",="2/3/2026 4:52:12.900319390 PM",
="",3229,,,573,="",="2/3/2026 4:52:12.932175615 PM",
="",3230,,,573,="",="2/3/2026 4:52:12.933284940 PM",
="",3234,,,333,="",="2/3/2026 4:52:12.941543530 PM",
="",3255,,,105,="",="2/3/2026 4:52:13.007977145 PM",
="",3257,,,125,="",="2/3/2026 4:52:13.022857665 PM",
="",3269,,,105,="",="2/3/2026 4:52:13.040599715 PM",
="",3276,,,99,="",="2/3/2026 4:52:13.047846430 PM",
="",3277,,,117,="",="2/3/2026 4:52:13.049207420 PM",
="",3282,,,117,="",="2/3/2026 4:52:13.062075420 PM",
="",3306,,,125,="",="2/3/2026 4:52:13.128853340 PM",
="",3321,,,117,="",="2/3/2026 4:52:13.149340610 PM",
="",3339,,,99,="",="2/3/2026 4:52:13.198601205 PM",
="",3340,,,99,="",="2/3/2026 4:52:13.200953540 PM",
="",3344,,,117,="",="2/3/2026 4:52:13.213339020 PM",
="",3363,,,117,="",="2/3/2026 4:52:13.249964820 PM",
="",3366,,,125,="",="2/3/2026 4:52:13.252536650 PM",
="",3372,,,117,="",="2/3/2026 4:52:13.264179480 PM",
="",3373,,,117,="",="2/3/2026 4:52:13.265092930 PM",
="",3375,,,105,="",="2/3/2026 4:52:13.270593295 PM",
="",3382,,,175,="",="2/3/2026 4:52:13.294360165 PM",
="",3383,,,117,="",="2/3/2026 4:52:13.296469710 PM",
="",3396,,,117,="",="2/3/2026 4:52:13.329180625 PM",
="",3402,,,105,="",="2/3/2026 4:52:13.334827895 PM",
="",3424,,,99,="",="2/3/2026 4:52:13.406868580 PM",
="",3436,,,117,="",="2/3/2026 4:52:13.435415900 PM",
="",3449,,,105,="",="2/3/2026 4:52:13.452001020 PM",
="",3483,,,348,="",="2/3/2026 4:52:13.589707705 PM",
="",3511,,,117,="",="2/3/2026 4:52:13.646279340 PM",
="",3555,,,314,="",="2/3/2026 4:52:13.765731260 PM",
="",3564,,,99,="",="2/3/2026 4:52:13.821097100 PM",
="",3624,,,229,="",="2/3/2026 4:52:14.011033940 PM",
="",3635,,,99,="",="2/3/2026 4:52:14.053242215 PM",
="",3664,,,117,="",="2/3/2026 4:52:14.137728660 PM",
="",3674,,,117,="",="2/3/2026 4:52:14.158999700 PM",
="",3679,,,340,="",="2/3/2026 4:52:14.166560385 PM",
="",3684,,,117,="",="2/3/2026 4:52:14.172739235 PM",
="",3686,,,117,="",="2/3/2026 4:52:14.176527415 PM",
="",3690,,,117,="",="2/3/2026 4:52:14.184624025 PM",
="",3699,,,117,="",="2/3/2026 4:52:14.213573205 PM",
="",3709,,,424,="",="2/3/2026 4:52:14.247564720 PM",
="",3733,,,117,="",="2/3/2026 4:52:14.275631150 PM",
="",3741,,,117,="",="2/3/2026 4:52:14.297532335 PM",
="",3748,,,323,="",="2/3/2026 4:52:14.320493265 PM",
="",3750,,,117,="",="2/3/2026 4:52:14.329011365 PM",
="",3752,,,117,="",="2/3/2026 4:52:14.333273260 PM",
="",3756,,,388,="",="2/3/2026 4:52:14.352733715 PM",
="",3759,,,125,="",="2/3/2026 4:52:14.357628205 PM",
="",3762,,,117,="",="2/3/2026 4:52:14.358463050 PM",
="",3763,,,117,="",="2/3/2026 4:52:14.360077285 PM",
="",3767,,,117,="",="2/3/2026 4:52:14.362352945 PM",
="",3770,,,117,="",="2/3/2026 4:52:14.365809900 PM",
="",3781,,,125,="",="2/3/2026 4:52:14.394577825 PM",
="",3786,,,117,="",="2/3/2026 4:52:14.399937945 PM",
="",3791,,,117,="",="2/3/2026 4:52:14.401511275 PM",
="",3792,,,117,="",="2/3/2026 4:52:14.401724710 PM",
="",3794,,,117,="",="2/3/2026 4:52:14.402482755 PM",
="",3795,,,117,="",="2/3/2026 4:52:14.402602920 PM",
="",3801,,,185,="",="2/3/2026 4:52:14.409768655 PM",
="",3802,,,117,="",="2/3/2026 4:52:14.419632720 PM",
="",3809,,,117,="",="2/3/2026 4:52:14.442448825 PM",
="",3831,,,117,="",="2/3/2026 4:52:14.497284940 PM",
="",3833,,,117,="",="2/3/2026 4:52:14.503864715 PM",
="",3873,,,105,="",="2/3/2026 4:52:14.604485940 PM",
="",3876,,,573,="",="2/3/2026 4:52:14.630177495 PM",
="",3879,,,573,="",="2/3/2026 4:52:14.647376130 PM",
="",3898,,,340,="",="2/3/2026 4:52:14.687718205 PM",
="",3903,,,105,="",="2/3/2026 4:52:14.707047510 PM",
="",3914,,,105,="",="2/3/2026 4:52:14.735956650 PM",
="",3931,,,1485,="",="2/3/2026 4:52:14.803315775 PM",
="",3958,,,117,="",="2/3/2026 4:52:14.873067295 PM",
="",3959,,,333,="",="2/3/2026 4:52:14.876124020 PM",
="",3993,,,262,="",="2/3/2026 4:52:14.998068800 PM",
="",4000,,,105,="",="2/3/2026 4:52:15.009283270 PM",
="",4009,,,99,="",="2/3/2026 4:52:15.047191455 PM",
="",4013,,,424,="",="2/3/2026 4:52:15.066770835 PM",
="",4041,,,99,="",="2/3/2026 4:52:15.117499415 PM",
="",4061,,,397,="",="2/3/2026 4:52:15.169922395 PM",
="",4092,,,99,="",="2/3/2026 4:52:15.247818875 PM",
="",4095,,,397,="",="2/3/2026 4:52:15.272324370 PM",
="",4099,,,421,="",="2/3/2026 4:52:15.278331055 PM",
="",4100,,,418,="",="2/3/2026 4:52:15.280669410 PM",
="",4116,,,117,="",="2/3/2026 4:52:15.322537375 PM",
="",4128,,,117,="",="2/3/2026 4:52:15.349950040 PM",
="",4132,,,99,="",="2/3/2026 4:52:15.359762840 PM",
="",4142,,,117,="",="2/3/2026 4:52:15.381728215 PM",
="",4154,,,117,="",="2/3/2026 4:52:15.401676230 PM",
="",4157,,,189,="",="2/3/2026 4:52:15.406584135 PM",
="",4159,,,117,="",="2/3/2026 4:52:15.410568245 PM",
="",4160,,,117,="",="2/3/2026 4:52:15.418671655 PM",
="",4162,,,343,="",="2/3/2026 4:52:15.419538575 PM",
="",4185,,,117,="",="2/3/2026 4:52:15.485257525 PM",
="",4201,,,366,="",="2/3/2026 4:52:15.537466595 PM",
="",4217,,,427,="",="2/3/2026 4:52:15.577972935 PM",
="",4249,,,424,="",="2/3/2026 4:52:15.681389625 PM",
="",4279,,,342,="",="2/3/2026 4:52:15.756325785 PM",
="",4355,,,427,="",="2/3/2026 4:52:15.987576165 PM",
="",4356,,,424,="",="2/3/2026 4:52:15.988408810 PM",
="",4387,,,117,="",="2/3/2026 4:52:16.065659635 PM",
="",4479,,,129,="",="2/3/2026 4:52:16.321765550 PM",
="",4527,,,125,="",="2/3/2026 4:52:16.448954910 PM",
="",4532,,,99,="",="2/3/2026 4:52:16.451602870 PM",
="",4564,,,340,="",="2/3/2026 4:52:16.530937330 PM",
="",4591,,,382,="",="2/3/2026 4:52:16.608756205 PM",
="",4646,,,109,="",="2/3/2026 4:52:16.737354900 PM",
="",4717,,,117,="",="2/3/2026 4:52:16.946456950 PM",
="",4750,,,117,="",="2/3/2026 4:52:17.057776805 PM",
="",4772,,,397,="",="2/3/2026 4:52:17.117724540 PM",
="",4815,,,99,="",="2/3/2026 4:52:17.247186940 PM",
="",4822,,,484,="",="2/3/2026 4:52:17.271510890 PM",
="",4826,,,367,="",="2/3/2026 4:52:17.275687365 PM",
="",4827,,,316,="",="2/3/2026 4:52:17.281170555 PM",
="",4861,,,532,="",="2/3/2026 4:52:17.386064035 PM",
="",4873,,,427,="",="2/3/2026 4:52:17.421190110 PM",
="",4897,,,99,="",="2/3/2026 4:52:17.502255340 PM",
="",4918,,,99,="",="2/3/2026 4:52:17.547272645 PM",
="",4921,,,99,="",="2/3/2026 4:52:17.561021325 PM",
="",4987,,,465,="",="2/3/2026 4:52:17.802426465 PM",
="",4988,,,425,="",="2/3/2026 4:52:17.802963630 PM",
="",5020,,,427,="",="2/3/2026 4:52:17.933194520 PM",
="",5021,,,424,="",="2/3/2026 4:52:17.933991390 PM",
="",5028,,,99,="",="2/3/2026 4:52:17.943531145 PM",
="",5045,,,229,="",="2/3/2026 4:52:18.008280125 PM",
="",5063,,,99,="",="2/3/2026 4:52:18.062289865 PM",
="",5088,,,573,="",="2/3/2026 4:52:18.130478100 PM",
="",5130,,,105,="",="2/3/2026 4:52:18.251495000 PM",
="",5131,,,364,="",="2/3/2026 4:52:18.251709320 PM",
="",5179,,,378,="",="2/3/2026 4:52:18.442841595 PM",
="",5180,,,424,="",="2/3/2026 4:52:18.446135455 PM",
="",5181,,,397,="",="2/3/2026 4:52:18.446859920 PM",
="",5218,,,99,="",="2/3/2026 4:52:18.552559405 PM",
="",5228,,,333,="",="2/3/2026 4:52:18.567130880 PM",
="",5239,,,117,="",="2/3/2026 4:52:18.603020045 PM",
="",5245,,,117,="",="2/3/2026 4:52:18.637122770 PM",
="",5247,,,117,="",="2/3/2026 4:52:18.638237135 PM",
="",5248,,,397,="",="2/3/2026 4:52:18.651578495 PM",
="",5290,,,105,="",="2/3/2026 4:52:18.760675745 PM",
="",5291,,,117,="",="2/3/2026 4:52:18.761079370 PM",
="",5303,,,398,="",="2/3/2026 4:52:18.780970545 PM",
="",5309,,,99,="",="2/3/2026 4:52:18.797658875 PM",
="",5338,,,105,="",="2/3/2026 4:52:18.877663060 PM",
="",5339,,,340,="",="2/3/2026 4:52:18.877912860 PM",
="",5342,,,105,="",="2/3/2026 4:52:18.880284740 PM",
="",5344,,,105,="",="2/3/2026 4:52:18.880725945 PM",
="",5354,,,105,="",="2/3/2026 4:52:18.901944430 PM",
="",5355,,,117,="",="2/3/2026 4:52:18.902339535 PM",
="",5434,,,105,="",="2/3/2026 4:52:19.171730025 PM",
="",5447,,,99,="",="2/3/2026 4:52:19.201904990 PM",
="",5451,,,99,="",="2/3/2026 4:52:19.204634675 PM",
="",5454,,,105,="",="2/3/2026 4:52:19.212443460 PM",
="",5456,,,105,="",="2/3/2026 4:52:19.212825035 PM",
="",5464,,,573,="",="2/3/2026 4:52:19.254384225 PM",
="",5465,,,378,="",="2/3/2026 4:52:19.262535080 PM",
="",5485,,,103,="",="2/3/2026 4:52:19.320498015 PM",
="",5495,,,105,="",="2/3/2026 4:52:19.368859325 PM",
="",5507,,,105,="",="2/3/2026 4:52:19.388296425 PM",
="",5511,,,105,="",="2/3/2026 4:52:19.390987095 PM",
="",5522,,,105,="",="2/3/2026 4:52:19.414104465 PM",
="",5528,,,404,="",="2/3/2026 4:52:19.428831660 PM",
="",5534,,,105,="",="2/3/2026 4:52:19.445275605 PM",
="",5537,,,99,="",="2/3/2026 4:52:19.454108045 PM",
="",5572,,,484,="",="2/3/2026 4:52:19.530988035 PM",
="",5579,,,444,="",="2/3/2026 4:52:19.555240620 PM",
="",5594,,,340,="",="2/3/2026 4:52:19.599314815 PM",
="",5601,,,105,="",="2/3/2026 4:52:19.621083300 PM",
="",5602,,,105,="",="2/3/2026 4:52:19.622784210 PM",
="",5613,,,99,="",="2/3/2026 4:52:19.676395010 PM",
="",5629,,,105,="",="2/3/2026 4:52:19.696137510 PM",
="",5666,,,117,="",="2/3/2026 4:52:19.814122705 PM",
="",5678,,,117,="",="2/3/2026 4:52:19.860606870 PM",
="",5680,,,117,="",="2/3/2026 4:52:19.862920270 PM",
="",5694,,,113,="",="2/3/2026 4:52:19.909757095 PM",
="",5699,,,99,="",="2/3/2026 4:52:19.930382865 PM",
="",5700,,,117,="",="2/3/2026 4:52:19.931849645 PM",
="",5701,,,443,="",="2/3/2026 4:52:19.935090730 PM",
="",5708,,,117,="",="2/3/2026 4:52:19.959260605 PM",
="",5742,,,444,="",="2/3/2026 4:52:20.037012920 PM",
="",5751,,,117,="",="2/3/2026 4:52:20.060088435 PM",
="",5754,,,378,="",="2/3/2026 4:52:20.081258275 PM",
="",5773,,,117,="",="2/3/2026 4:52:20.123332550 PM",
="",5793,,,117,="",="2/3/2026 4:52:20.197764075 PM",
="",5806,,,117,="",="2/3/2026 4:52:20.229317835 PM",
="",5808,,,117,="",="2/3/2026 4:52:20.231277875 PM",
="",5810,,,117,="",="2/3/2026 4:52:20.234145725 PM",
="",5815,,,117,="",="2/3/2026 4:52:20.240351725 PM",
="",5823,,,360,="",="2/3/2026 4:52:20.251011005 PM",
="",5836,,,117,="",="2/3/2026 4:52:20.274235080 PM",
="",5837,,,117,="",="2/3/2026 4:52:20.277643420 PM",
="",5838,,,117,="",="2/3/2026 4:52:20.277765025 PM",
="",5843,,,117,="",="2/3/2026 4:52:20.288897065 PM",
="",5844,,,117,="",="2/3/2026 4:52:20.289046605 PM",
="",5845,,,117,="",="2/3/2026 4:52:20.289303135 PM",
="",5846,,,117,="",="2/3/2026 4:52:20.289487570 PM",
="",5854,,,117,="",="2/3/2026 4:52:20.300273450 PM",
="",5856,,,117,="",="2/3/2026 4:52:20.304304415 PM",
="",5857,,,117,="",="2/3/2026 4:52:20.304441900 PM",
="",5860,,,117,="",="2/3/2026 4:52:20.309379115 PM",
="",5861,,,117,="",="2/3/2026 4:52:20.309536575 PM",
="",5862,,,117,="",="2/3/2026 4:52:20.309718875 PM",
="",5863,,,117,="",="2/3/2026 4:52:20.313826190 PM",
="",5864,,,117,="",="2/3/2026 4:52:20.314136815 PM",
="",5865,,,117,="",="2/3/2026 4:52:20.315905675 PM",
="",5866,,,117,="",="2/3/2026 4:52:20.316063135 PM",
="",5868,,,117,="",="2/3/2026 4:52:20.317218435 PM",
="",5870,,,117,="",="2/3/2026 4:52:20.325683660 PM",
="",5871,,,117,="",="2/3/2026 4:52:20.326138185 PM",
="",5873,,,117,="",="2/3/2026 4:52:20.328626760 PM",
="",5874,,,117,="",="2/3/2026 4:52:20.328767740 PM",
="",5877,,,117,="",="2/3/2026 4:52:20.332876800 PM",
="",5879,,,117,="",="2/3/2026 4:52:20.336935380 PM",
="",5880,,,117,="",="2/3/2026 4:52:20.337117360 PM",
="",5885,,,117,="",="2/3/2026 4:52:20.341650665 PM",
="",5906,,,117,="",="2/3/2026 4:52:20.399342000 PM",
="",5907,,,117,="",="2/3/2026 4:52:20.399462565 PM",
="",5909,,,117,="",="2/3/2026 4:52:20.400876970 PM",
="",5910,,,117,="",="2/3/2026 4:52:20.401502675 PM",
="",5911,,,117,="",="2/3/2026 4:52:20.401624920 PM",
="",5916,,,117,="",="2/3/2026 4:52:20.412156630 PM",
="",5921,,,117,="",="2/3/2026 4:52:20.419614855 PM",
="",5922,,,117,="",="2/3/2026 4:52:20.419715445 PM",
="",5926,,,117,="",="2/3/2026 4:52:20.439728450 PM",
="",5927,,,117,="",="2/3/2026 4:52:20.440726530 PM",
="",5928,,,117,="",="2/3/2026 4:52:20.440874910 PM",
="",5929,,,117,="",="2/3/2026 4:52:20.441021035 PM",
="",5932,,,117,="",="2/3/2026 4:52:20.446017040 PM",
="",5943,,,117,="",="2/3/2026 4:52:20.481625080 PM",
="",5944,,,117,="",="2/3/2026 4:52:20.481746565 PM",
="",5945,,,117,="",="2/3/2026 4:52:20.485784050 PM",
="",5966,,,117,="",="2/3/2026 4:52:20.534900655 PM",
="",5967,,,117,="",="2/3/2026 4:52:20.535022060 PM",
="",5968,,,117,="",="2/3/2026 4:52:20.539072105 PM",
="",5970,,,117,="",="2/3/2026 4:52:20.539266340 PM",
="",5974,,,117,="",="2/3/2026 4:52:20.543286210 PM",
="",5975,,,117,="",="2/3/2026 4:52:20.547650135 PM",
="",5980,,,117,="",="2/3/2026 4:52:20.559283010 PM",
="",5982,,,117,="",="2/3/2026 4:52:20.577045695 PM",
="",5984,,,117,="",="2/3/2026 4:52:20.585382915 PM",
="",5994,,,340,="",="2/3/2026 4:52:20.618526365 PM",
="",6015,,,364,="",="2/3/2026 4:52:20.704615135 PM",
="",6019,,,117,="",="2/3/2026 4:52:20.709243120 PM",
="",6037,,,117,="",="2/3/2026 4:52:20.778630405 PM",
="",6038,,,117,="",="2/3/2026 4:52:20.782925995 PM",
="",6046,,,117,="",="2/3/2026 4:52:20.811098025 PM",
="",6048,,,117,="",="2/3/2026 4:52:20.811670115 PM",
="",6050,,,117,="",="2/3/2026 4:52:20.813862605 PM",
="",6115,,,340,="",="2/3/2026 4:52:21.036568100 PM",
="",6129,,,532,="",="2/3/2026 4:52:21.116411045 PM",
="",6196,,,465,="",="2/3/2026 4:52:21.386168775 PM",
="",6220,,,340,="",="2/3/2026 4:52:21.445730970 PM",
="",6248,,,105,="",="2/3/2026 4:52:21.543309710 PM",
="",6288,,,316,="",="2/3/2026 4:52:21.705285785 PM",
="",6387,,,573,="",="2/3/2026 4:52:22.061821730 PM",
="",6397,,,573,="",="2/3/2026 4:52:22.113628005 PM",
="",6439,,,109,="",="2/3/2026 4:52:22.245137115 PM",
="",6534,,,340,="",="2/3/2026 4:52:22.563472095 PM",
="",6551,,,99,="",="2/3/2026 4:52:22.664035025 PM",
="",6585,,,99,="",="2/3/2026 4:52:22.798963250 PM",
="",6586,,,443,="",="2/3/2026 4:52:22.802295325 PM",
="",6593,,,99,="",="2/3/2026 4:52:22.828931020 PM",
="",6642,,,364,="",="2/3/2026 4:52:22.965797750 PM",
="",6665,,,340,="",="2/3/2026 4:52:23.075473880 PM",
="",6686,,,364,="",="2/3/2026 4:52:23.166960185 PM",
="",6748,,,573,="",="2/3/2026 4:52:23.468836330 PM",
="",6750,,,573,="",="2/3/2026 4:52:23.471294845 PM",
="",6756,,,333,="",="2/3/2026 4:52:23.482353710 PM",
="",6859,,,404,="",="2/3/2026 4:52:23.830270655 PM",
="",6897,,,333,="",="2/3/2026 4:52:23.994361830 PM",
="",6902,,,499,="",="2/3/2026 4:52:24.008061495 PM",
="",6917,,,459,="",="2/3/2026 4:52:24.081284475 PM",
="",6981,,,465,="",="2/3/2026 4:52:24.355790920 PM",
="",7022,,,382,="",="2/3/2026 4:52:24.489977055 PM",
="",7044,,,573,="",="2/3/2026 4:52:24.530251580 PM",
="",7048,,,123,="",="2/3/2026 4:52:24.543581510 PM",
="",7056,,,316,="",="2/3/2026 4:52:24.572494255 PM",
="",7068,,,444,="",="2/3/2026 4:52:24.631845045 PM",
="",7073,,,316,="",="2/3/2026 4:52:24.651162775 PM",
="",7215,,,364,="",="2/3/2026 4:52:25.112643960 PM",
="",7267,,,316,="",="2/3/2026 4:52:25.290053360 PM",
="",7271,,,117,="",="2/3/2026 4:52:25.313584560 PM",
="",7326,,,333,="",="2/3/2026 4:52:25.524919535 PM",
="",7388,,,117,="",="2/3/2026 4:52:25.794906985 PM",
="",7393,,,117,="",="2/3/2026 4:52:25.802647195 PM",
="",7438,,,117,="",="2/3/2026 4:52:25.973137395 PM",
="",7446,,,425,="",="2/3/2026 4:52:25.995818900 PM",
="",7524,,,316,="",="2/3/2026 4:52:26.289447150 PM",
="",7538,,,382,="",="2/3/2026 4:52:26.333198435 PM",
="",7559,,,229,="",="2/3/2026 4:52:26.410235500 PM",
="",7571,,,117,="",="2/3/2026 4:52:26.444805810 PM",
="",7572,,,364,="",="2/3/2026 4:52:26.447425935 PM",
="",7573,,,117,="",="2/3/2026 4:52:26.449104720 PM",
="",7574,,,117,="",="2/3/2026 4:52:26.449277500 PM",
="",7575,,,117,="",="2/3/2026 4:52:26.449399825 PM",
="",7576,,,117,="",="2/3/2026 4:52:26.449520510 PM",
="",7579,,,117,="",="2/3/2026 4:52:26.453581035 PM",
="",7581,,,117,="",="2/3/2026 4:52:26.457776820 PM",
="",7582,,,117,="",="2/3/2026 4:52:26.457888545 PM",
="",7588,,,117,="",="2/3/2026 4:52:26.466861285 PM",
="",7590,,,117,="",="2/3/2026 4:52:26.471236690 PM",
="",7592,,,117,="",="2/3/2026 4:52:26.478483240 PM",
="",7593,,,117,="",="2/3/2026 4:52:26.482083800 PM",
="",7656,,,425,="",="2/3/2026 4:52:26.712617265 PM",
="",7702,,,382,="",="2/3/2026 4:52:26.848838790 PM",
="",7723,,,343,="",="2/3/2026 4:52:26.888424885 PM",
="",7756,,,229,="",="2/3/2026 4:52:27.003905610 PM",
="",7758,,,323,="",="2/3/2026 4:52:27.011785875 PM",
="",7807,,,388,="",="2/3/2026 4:52:27.152764375 PM",
="",7835,,,51,="",="2/3/2026 4:52:27.258450845 PM",
="",7861,,,382,="",="2/3/2026 4:52:27.357202695 PM",
="",7908,,,573,="",="2/3/2026 4:52:27.489849220 PM",
="",7929,,,444,="",="2/3/2026 4:52:27.564499050 PM",
="",7957,,,364,="",="2/3/2026 4:52:27.667277900 PM",
="",7979,,,378,="",="2/3/2026 4:52:27.762240225 PM",
="",8037,,,338,="",="2/3/2026 4:52:27.977307730 PM",
="",8069,,,333,="",="2/3/2026 4:52:28.086566625 PM",
="",8078,,,123,="",="2/3/2026 4:52:28.106985630 PM",
="",8110,,,348,="",="2/3/2026 4:52:28.233280790 PM",
="",8184,,,219,="",="2/3/2026 4:52:28.506993920 PM",
="",8192,,,117,="",="2/3/2026 4:52:28.570590105 PM",
="",8244,,,333,="",="2/3/2026 4:52:28.704800045 PM",
="",8274,,,333,="",="2/3/2026 4:52:28.807225870 PM",
="",8348,,,323,="",="2/3/2026 4:52:29.059332925 PM",
="",8352,,,425,="",="2/3/2026 4:52:29.067875780 PM",
="",8361,,,382,="",="2/3/2026 4:52:29.101659320 PM",
="",8380,,,425,="",="2/3/2026 4:52:29.170233155 PM",
="",8403,,,465,="",="2/3/2026 4:52:29.271052010 PM",
="",8417,,,340,="",="2/3/2026 4:52:29.331036645 PM",
="",8478,,,382,="",="2/3/2026 4:52:29.613667730 PM",
="",8546,,,105,="",="2/3/2026 4:52:29.924660310 PM",
="",8554,,,425,="",="2/3/2026 4:52:29.988394535 PM",
="",8570,,,341,="",="2/3/2026 4:52:30.022482245 PM",
