Bookmark,Frame#,Source Port,Destination Port,Length,Checksum,Frame Size,Delta,Timestamp,
="",18919,,,,,450,="",="2/4/2026 4:55:53.849020710 PM",
="",18923,,,,,436,="",="2/4/2026 4:55:53.854066225 PM",
="",18924,,,,,229,="",="2/4/2026 4:55:53.854345435 PM",
="",18932,,,,,411,="",="2/4/2026 4:55:53.868107135 PM",
="",18933,,,,,440,="",="2/4/2026 4:55:53.868340975 PM",
="",18981,,,,,171,="",="2/4/2026 4:55:53.969670280 PM",
="",18985,,,,,440,="",="2/4/2026 4:55:53.970741220 PM",
="",19002,,,,,440,="",="2/4/2026 4:55:54.012477230 PM",
="",19007,,,,,454,="",="2/4/2026 4:55:54.034307245 PM",
="",19008,,,,,442,="",="2/4/2026 4:55:54.034591950 PM",
="",19009,,,,,422,="",="2/4/2026 4:55:54.034869080 PM",
="",19010,,,,,464,="",="2/4/2026 4:55:54.035799670 PM",
="",19011,,,,,452,="",="2/4/2026 4:55:54.037002925 PM",
="",19013,,,,,437,="",="2/4/2026 4:55:54.039264910 PM",
="",19047,,,,,229,="",="2/4/2026 4:55:54.113947755 PM",
="",19058,,,,,121,="",="2/4/2026 4:55:54.136311725 PM",
="",19059,,,,,411,="",="2/4/2026 4:55:54.142191355 PM",
="",19060,,,,,229,="",="2/4/2026 4:55:54.142451540 PM",
="",19066,,,,,117,="",="2/4/2026 4:55:54.160659785 PM",
="",19101,,,,,117,="",="2/4/2026 4:55:54.224416055 PM",
="",19103,,,,,442,="",="2/4/2026 4:55:54.239144625 PM",
="",19104,,,,,422,="",="2/4/2026 4:55:54.239413125 PM",
="",19105,,,,,440,="",="2/4/2026 4:55:54.239662985 PM",
="",19107,,,,,117,="",="2/4/2026 4:55:54.241094360 PM",
="",19110,,,,,411,="",="2/4/2026 4:55:54.244614945 PM",
="",19124,,,,,437,="",="2/4/2026 4:55:54.274882895 PM",
="",19125,,,,,448,="",="2/4/2026 4:55:54.277131215 PM",
="",19133,,,,,117,="",="2/4/2026 4:55:54.287496935 PM",
="",19153,,,,,422,="",="2/4/2026 4:55:54.342080535 PM",
="",19154,,,,,440,="",="2/4/2026 4:55:54.342302000 PM",
="",19157,,,,,411,="",="2/4/2026 4:55:54.347014870 PM",
="",19190,,,,,422,="",="2/4/2026 4:55:54.444175060 PM",
="",19191,,,,,440,="",="2/4/2026 4:55:54.444416740 PM",
="",19194,,,,,411,="",="2/4/2026 4:55:54.449415635 PM",
="",19234,,,,,117,="",="2/4/2026 4:55:54.520316935 PM",
="",19235,,,,,437,="",="2/4/2026 4:55:54.523672435 PM",
="",19243,,,,,99,="",="2/4/2026 4:55:54.542450120 PM",
="",19245,,,,,422,="",="2/4/2026 4:55:54.546555160 PM",
="",19247,,,,,411,="",="2/4/2026 4:55:54.551816255 PM",
="",19266,,,,,440,="",="2/4/2026 4:55:54.582891190 PM",
="",19302,,,,,440,="",="2/4/2026 4:55:54.655193335 PM",
="",19315,,,,,448,="",="2/4/2026 4:55:54.687830355 PM",
="",19349,,,,,442,="",="2/4/2026 4:55:54.751076455 PM",
="",19355,,,,,229,="",="2/4/2026 4:55:54.757062025 PM",
="",19356,,,,,440,="",="2/4/2026 4:55:54.757591020 PM",
="",19385,,,,,440,="",="2/4/2026 4:55:54.824735765 PM",
="",19387,,,,,442,="",="2/4/2026 4:55:54.853502185 PM",
="",19406,,,,,425,="",="2/4/2026 4:55:54.888929245 PM",
="",19440,,,,,171,="",="2/4/2026 4:55:54.969255050 PM",
="",19441,,,,,436,="",="2/4/2026 4:55:54.970861270 PM",
="",19442,,,,,440,="",="2/4/2026 4:55:54.971408160 PM",
="",19457,,,,,425,="",="2/4/2026 4:55:54.991541275 PM",
="",19482,,,,,333,="",="2/4/2026 4:55:55.016556385 PM",
="",19500,,,,,454,="",="2/4/2026 4:55:55.057992395 PM",
="",19501,,,,,442,="",="2/4/2026 4:55:55.058277915 PM",
="",19502,,,,,422,="",="2/4/2026 4:55:55.058554630 PM",
="",19503,,,,,440,="",="2/4/2026 4:55:55.058818950 PM",
="",19507,,,,,440,="",="2/4/2026 4:55:55.064051565 PM",
="",19509,,,,,440,="",="2/4/2026 4:55:55.064793000 PM",
="",19512,,,,,117,="",="2/4/2026 4:55:55.073435015 PM",
="",19517,,,,,437,="",="2/4/2026 4:55:55.094088595 PM",
="",19519,,,,,436,="",="2/4/2026 4:55:55.096641630 PM",
="",19525,,,,,117,="",="2/4/2026 4:55:55.100971075 PM",
="",19529,,,,,117,="",="2/4/2026 4:55:55.105497930 PM",
="",19531,,,,,364,="",="2/4/2026 4:55:55.112791615 PM",
="",19542,,,,,436,="",="2/4/2026 4:55:55.138350205 PM",
="",19554,,,,,440,="",="2/4/2026 4:55:55.166452195 PM",
="",19560,,,,,411,="",="2/4/2026 4:55:55.175128260 PM",
="",19565,,,,,422,="",="2/4/2026 4:55:55.188121770 PM",
="",19566,,,,,437,="",="2/4/2026 4:55:55.196489105 PM",
="",19567,,,,,411,="",="2/4/2026 4:55:55.197038585 PM",
="",19568,,,,,440,="",="2/4/2026 4:55:55.197295395 PM",
="",19571,,,,,440,="",="2/4/2026 4:55:55.199546060 PM",
="",19598,,,,,117,="",="2/4/2026 4:55:55.241175740 PM",
="",19602,,,,,442,="",="2/4/2026 4:55:55.263102225 PM",
="",19609,,,,,440,="",="2/4/2026 4:55:55.269594155 PM",
="",19636,,,,,103,="",="2/4/2026 4:55:55.292015790 PM",
="",19639,,,,,103,="",="2/4/2026 4:55:55.292967250 PM",
="",19640,,,,,171,="",="2/4/2026 4:55:55.296891315 PM",
="",19646,,,,,436,="",="2/4/2026 4:55:55.301442320 PM",
="",19647,,,,,411,="",="2/4/2026 4:55:55.301706820 PM",
="",19675,,,,,117,="",="2/4/2026 4:55:55.341645675 PM",
="",19676,,,,,117,="",="2/4/2026 4:55:55.341692135 PM",
="",19684,,,,,454,="",="2/4/2026 4:55:55.365193770 PM",
="",19716,,,,,117,="",="2/4/2026 4:55:55.398327970 PM",
="",19719,,,,,117,="",="2/4/2026 4:55:55.400015020 PM",
="",19725,,,,,440,="",="2/4/2026 4:55:55.404346525 PM",
="",19730,,,,,103,="",="2/4/2026 4:55:55.406890080 PM",
="",19742,,,,,171,="",="2/4/2026 4:55:55.423397810 PM",
="",19761,,,,,323,="",="2/4/2026 4:55:55.471466505 PM",
="",19774,,,,,454,="",="2/4/2026 4:55:55.494761540 PM",
="",19776,,,,,411,="",="2/4/2026 4:55:55.504241015 PM",
="",19777,,,,,411,="",="2/4/2026 4:55:55.506495560 PM",
="",19781,,,,,448,="",="2/4/2026 4:55:55.512924940 PM",
="",19782,,,,,436,="",="2/4/2026 4:55:55.513205725 PM",
="",19783,,,,,440,="",="2/4/2026 4:55:55.513738320 PM",
="",19794,,,,,117,="",="2/4/2026 4:55:55.524592745 PM",
="",19800,,,,,340,="",="2/4/2026 4:55:55.536633535 PM",
="",19805,,,,,437,="",="2/4/2026 4:55:55.547674850 PM",
="",19806,,,,,436,="",="2/4/2026 4:55:55.547951760 PM",
="",19807,,,,,411,="",="2/4/2026 4:55:55.548225050 PM",
="",19824,,,,,440,="",="2/4/2026 4:55:55.576794985 PM",
="",19826,,,,,411,="",="2/4/2026 4:55:55.586603810 PM",
="",19838,,,,,177,="",="2/4/2026 4:55:55.598846115 PM",
="",19847,,,,,177,="",="2/4/2026 4:55:55.598941375 PM",
="",19848,,,,,177,="",="2/4/2026 4:55:55.598951625 PM",
="",19854,,,,,425,="",="2/4/2026 4:55:55.605742735 PM",
="",19856,,,,,411,="",="2/4/2026 4:55:55.606667085 PM",
="",19861,,,,,440,="",="2/4/2026 4:55:55.609147055 PM",
="",19874,,,,,117,="",="2/4/2026 4:55:55.619492875 PM",
="",19875,,,,,364,="",="2/4/2026 4:55:55.622767935 PM",
="",19880,,,,,117,="",="2/4/2026 4:55:55.627520600 PM",
="",19896,,,,,340,="",="2/4/2026 4:55:55.639105995 PM",
="",19903,,,,,229,="",="2/4/2026 4:55:55.645300680 PM",
="",19906,,,,,117,="",="2/4/2026 4:55:55.645821700 PM",
="",19912,,,,,119,="",="2/4/2026 4:55:55.648542985 PM",
="",19919,,,,,117,="",="2/4/2026 4:55:55.655143905 PM",
="",19921,,,,,117,="",="2/4/2026 4:55:55.656442645 PM",
="",19961,,,,,436,="",="2/4/2026 4:55:55.718006760 PM",
="",19967,,,,,103,="",="2/4/2026 4:55:55.724764415 PM",
="",19978,,,,,177,="",="2/4/2026 4:55:55.734253080 PM",
="",19986,,,,,117,="",="2/4/2026 4:55:55.745515180 PM",
="",19992,,,,,436,="",="2/4/2026 4:55:55.752772345 PM",
="",20025,,,,,99,="",="2/4/2026 4:55:55.822337640 PM",
="",20026,,,,,99,="",="2/4/2026 4:55:55.823592605 PM",
="",20032,,,,,117,="",="2/4/2026 4:55:55.829717115 PM",
="",20042,,,,,436,="",="2/4/2026 4:55:55.855172695 PM",
="",20043,,,,,411,="",="2/4/2026 4:55:55.855437195 PM",
="",20076,,,,,579,="",="2/4/2026 4:55:55.920318455 PM",
="",20084,,,,,177,="",="2/4/2026 4:55:55.925015945 PM",
="",20087,,,,,454,="",="2/4/2026 4:55:55.932796470 PM",
="",20088,,,,,442,="",="2/4/2026 4:55:55.933081750 PM",
="",20089,,,,,440,="",="2/4/2026 4:55:55.933623585 PM",
="",20119,,,,,437,="",="2/4/2026 4:55:55.993760420 PM",
="",20120,,,,,436,="",="2/4/2026 4:55:55.994036410 PM",
="",20121,,,,,411,="",="2/4/2026 4:55:55.994310220 PM",
="",20122,,,,,440,="",="2/4/2026 4:55:55.994566445 PM",
="",20158,,,,,99,="",="2/4/2026 4:55:56.034401610 PM",
="",20160,,,,,454,="",="2/4/2026 4:55:56.035196475 PM",
="",20161,,,,,442,="",="2/4/2026 4:55:56.035481435 PM",
="",20162,,,,,440,="",="2/4/2026 4:55:56.036024030 PM",
="",20176,,,,,117,="",="2/4/2026 4:55:56.046430385 PM",
="",20185,,,,,437,="",="2/4/2026 4:55:56.059675990 PM",
="",20187,,,,,411,="",="2/4/2026 4:55:56.060248935 PM",
="",20206,,,,,117,="",="2/4/2026 4:55:56.092082760 PM",
="",20209,,,,,436,="",="2/4/2026 4:55:56.096460005 PM",
="",20226,,,,,131,="",="2/4/2026 4:55:56.114129535 PM",
="",20275,,,,,411,="",="2/4/2026 4:55:56.199158935 PM",
="",20288,,,,,115,="",="2/4/2026 4:55:56.213611985 PM",
="",20289,,,,,117,="",="2/4/2026 4:55:56.215635755 PM",
="",20296,,,,,425,="",="2/4/2026 4:55:56.222367030 PM",
="",20304,,,,,117,="",="2/4/2026 4:55:56.227393365 PM",
="",20327,,,,,411,="",="2/4/2026 4:55:56.265049290 PM",
="",20329,,,,,105,="",="2/4/2026 4:55:56.277635890 PM",
="",20340,,,,,442,="",="2/4/2026 4:55:56.287088590 PM",
="",20342,,,,,105,="",="2/4/2026 4:55:56.288693775 PM",
="",20345,,,,,105,="",="2/4/2026 4:55:56.289922365 PM",
="",20347,,,,,117,="",="2/4/2026 4:55:56.290421055 PM",
="",20350,,,,,121,="",="2/4/2026 4:55:56.292862080 PM",
="",20360,,,,,117,="",="2/4/2026 4:55:56.295696385 PM",
="",20409,,,,,117,="",="2/4/2026 4:55:56.317678850 PM",
="",20413,,,,,117,="",="2/4/2026 4:55:56.321283725 PM",
="",20418,,,,,105,="",="2/4/2026 4:55:56.324076560 PM",
="",20423,,,,,411,="",="2/4/2026 4:55:56.325716430 PM",
="",20424,,,,,440,="",="2/4/2026 4:55:56.325949790 PM",
="",20425,,,,,442,="",="2/4/2026 4:55:56.326244195 PM",
="",20433,,,,,448,="",="2/4/2026 4:55:56.332128000 PM",
="",20438,,,,,171,="",="2/4/2026 4:55:56.333933430 PM",
="",20445,,,,,454,="",="2/4/2026 4:55:56.342397995 PM",
="",20446,,,,,442,="",="2/4/2026 4:55:56.342693355 PM",
="",20447,,,,,422,="",="2/4/2026 4:55:56.342961855 PM",
="",20458,,,,,117,="",="2/4/2026 4:55:56.362357950 PM",
="",20474,,,,,436,="",="2/4/2026 4:55:56.377447110 PM",
="",20493,,,,,117,="",="2/4/2026 4:55:56.400383945 PM",
="",20496,,,,,117,="",="2/4/2026 4:55:56.406444065 PM",
="",20510,,,,,440,="",="2/4/2026 4:55:56.417214240 PM",
="",20513,,,,,117,="",="2/4/2026 4:55:56.418056310 PM",
="",20516,,,,,171,="",="2/4/2026 4:55:56.421650490 PM",
="",20524,,,,,440,="",="2/4/2026 4:55:56.428350290 PM",
="",20530,,,,,411,="",="2/4/2026 4:55:56.435082775 PM",
="",20532,,,,,171,="",="2/4/2026 4:55:56.435648765 PM",
="",20534,,,,,454,="",="2/4/2026 4:55:56.444797975 PM",
="",20535,,,,,440,="",="2/4/2026 4:55:56.445625355 PM",
="",20539,,,,,117,="",="2/4/2026 4:55:56.461553495 PM",
="",20547,,,,,430,="",="2/4/2026 4:55:56.476873125 PM",
="",20551,,,,,430,="",="2/4/2026 4:55:56.478758985 PM",
="",20552,,,,,437,="",="2/4/2026 4:55:56.479770950 PM",
="",20553,,,,,436,="",="2/4/2026 4:55:56.480047565 PM",
="",20570,,,,,117,="",="2/4/2026 4:55:56.503462955 PM",
="",20571,,,,,440,="",="2/4/2026 4:55:56.506569110 PM",
="",20583,,,,,440,="",="2/4/2026 4:55:56.530751175 PM",
="",20597,,,,,177,="",="2/4/2026 4:55:56.544041175 PM",
="",20602,,,,,177,="",="2/4/2026 4:55:56.545494135 PM",
="",20607,,,,,177,="",="2/4/2026 4:55:56.546919215 PM",
="",20610,,,,,442,="",="2/4/2026 4:55:56.547483780 PM",
="",20611,,,,,177,="",="2/4/2026 4:55:56.548371255 PM",
="",20614,,,,,177,="",="2/4/2026 4:55:56.549767120 PM",
="",20625,,,,,117,="",="2/4/2026 4:55:56.560407030 PM",
="",20641,,,,,229,="",="2/4/2026 4:55:56.582249655 PM",
="",20648,,,,,411,="",="2/4/2026 4:55:56.599824995 PM",
="",20657,,,,,454,="",="2/4/2026 4:55:56.621166255 PM",
="",20658,,,,,442,="",="2/4/2026 4:55:56.621451095 PM",
="",20659,,,,,422,="",="2/4/2026 4:55:56.621727770 PM",
="",20660,,,,,440,="",="2/4/2026 4:55:56.621993090 PM",
="",20692,,,,,117,="",="2/4/2026 4:55:56.647850630 PM",
="",20699,,,,,117,="",="2/4/2026 4:55:56.655766175 PM",
="",20710,,,,,437,="",="2/4/2026 4:55:56.684374655 PM",
="",20719,,,,,440,="",="2/4/2026 4:55:56.702459665 PM",
="",20746,,,,,177,="",="2/4/2026 4:55:56.739307255 PM",
="",20757,,,,,177,="",="2/4/2026 4:55:56.744252950 PM",
="",20788,,,,,436,="",="2/4/2026 4:55:56.804718210 PM",
="",20796,,,,,454,="",="2/4/2026 4:55:56.825967070 PM",
="",20840,,,,,177,="",="2/4/2026 4:55:56.903219370 PM",
="",20847,,,,,411,="",="2/4/2026 4:55:56.907026360 PM",
="",20849,,,,,440,="",="2/4/2026 4:55:56.908001780 PM",
="",20878,,,,,440,="",="2/4/2026 4:55:56.940352690 PM",
="",20886,,,,,229,="",="2/4/2026 4:55:56.944860850 PM",
="",20902,,,,,177,="",="2/4/2026 4:55:56.953624250 PM",
="",20907,,,,,177,="",="2/4/2026 4:55:56.955092530 PM",
="",20908,,,,,103,="",="2/4/2026 4:55:56.955142800 PM",
="",20913,,,,,437,="",="2/4/2026 4:55:56.960401725 PM",
="",20914,,,,,425,="",="2/4/2026 4:55:56.960679150 PM",
="",20915,,,,,411,="",="2/4/2026 4:55:56.960958325 PM",
="",20916,,,,,440,="",="2/4/2026 4:55:56.961201735 PM",
="",20917,,,,,333,="",="2/4/2026 4:55:56.962357060 PM",
="",20921,,,,,437,="",="2/4/2026 4:55:56.991597755 PM",
="",20923,,,,,411,="",="2/4/2026 4:55:56.992146885 PM",
="",20933,,,,,411,="",="2/4/2026 4:55:57.009427085 PM",
="",20936,,,,,440,="",="2/4/2026 4:55:57.010402265 PM",
="",20971,,,,,333,="",="2/4/2026 4:55:57.064584350 PM",
="",20983,,,,,171,="",="2/4/2026 4:55:57.100812200 PM",
="",20992,,,,,171,="",="2/4/2026 4:55:57.108653190 PM",
="",20994,,,,,411,="",="2/4/2026 4:55:57.111827250 PM",
="",21008,,,,,422,="",="2/4/2026 4:55:57.133753665 PM",
="",21019,,,,,440,="",="2/4/2026 4:55:57.145153020 PM",
="",21065,,,,,109,="",="2/4/2026 4:55:57.203903635 PM",
="",21075,,,,,411,="",="2/4/2026 4:55:57.214228240 PM",
="",21087,,,,,115,="",="2/4/2026 4:55:57.237606930 PM",
="",21090,,,,,119,="",="2/4/2026 4:55:57.239482185 PM",
="",21119,,,,,177,="",="2/4/2026 4:55:57.257133465 PM",
="",21142,,,,,454,="",="2/4/2026 4:55:57.310804195 PM",
="",21144,,,,,440,="",="2/4/2026 4:55:57.311631095 PM",
="",21148,,,,,171,="",="2/4/2026 4:55:57.314648745 PM",
="",21151,,,,,411,="",="2/4/2026 4:55:57.316628645 PM",
="",21155,,,,,103,="",="2/4/2026 4:55:57.317950145 PM",
="",21213,,,,,117,="",="2/4/2026 4:55:57.363458635 PM",
="",21214,,,,,117,="",="2/4/2026 4:55:57.363510525 PM",
="",21224,,,,,109,="",="2/4/2026 4:55:57.370059815 PM",
="",21231,,,,,103,="",="2/4/2026 4:55:57.373936530 PM",
="",21245,,,,,117,="",="2/4/2026 4:55:57.388327395 PM",
="",21255,,,,,117,="",="2/4/2026 4:55:57.399163930 PM",
="",21257,,,,,117,="",="2/4/2026 4:55:57.400018010 PM",
="",21290,,,,,117,="",="2/4/2026 4:55:57.421365820 PM",
="",21292,,,,,117,="",="2/4/2026 4:55:57.421818805 PM",
="",21297,,,,,109,="",="2/4/2026 4:55:57.429107945 PM",
="",21306,,,,,109,="",="2/4/2026 4:55:57.434411485 PM",
="",21316,,,,,1623,="",="2/4/2026 4:55:57.439976290 PM",
="",21317,,,,,105,="",="2/4/2026 4:55:57.440344975 PM",
="",21338,,,,,117,="",="2/4/2026 4:55:57.461644785 PM",
="",21345,,,,,177,="",="2/4/2026 4:55:57.465609850 PM",
="",21350,,,,,177,="",="2/4/2026 4:55:57.467067725 PM",
="",21355,,,,,177,="",="2/4/2026 4:55:57.468457710 PM",
="",21358,,,,,442,="",="2/4/2026 4:55:57.469086930 PM",
="",21360,,,,,177,="",="2/4/2026 4:55:57.469888775 PM",
="",21365,,,,,177,="",="2/4/2026 4:55:57.471277760 PM",
="",21384,,,,,117,="",="2/4/2026 4:55:57.503477135 PM",
="",21485,,,,,411,="",="2/4/2026 4:55:57.640256955 PM",
="",21518,,,,,119,="",="2/4/2026 4:55:57.659590270 PM",
="",21542,,,,,105,="",="2/4/2026 4:55:57.713077515 PM",
="",21545,,,,,442,="",="2/4/2026 4:55:57.720714395 PM",
="",21550,,,,,121,="",="2/4/2026 4:55:57.724168130 PM",
="",21553,,,,,436,="",="2/4/2026 4:55:57.725954590 PM",
="",21562,,,,,99,="",="2/4/2026 4:55:57.743287285 PM",
="",21563,,,,,99,="",="2/4/2026 4:55:57.743895180 PM",
="",21579,,,,,117,="",="2/4/2026 4:55:57.758707860 PM",
="",21588,,,,,229,="",="2/4/2026 4:55:57.763912175 PM",
="",21593,,,,,213,="",="2/4/2026 4:55:57.766851515 PM",
="",21597,,,,,177,="",="2/4/2026 4:55:57.768343880 PM",
="",21598,,,,,103,="",="2/4/2026 4:55:57.768396135 PM",
="",21613,,,,,121,="",="2/4/2026 4:55:57.804176155 PM",
="",21617,,,,,440,="",="2/4/2026 4:55:57.811584215 PM",
="",21620,,,,,117,="",="2/4/2026 4:55:57.821448680 PM",
="",21627,,,,,411,="",="2/4/2026 4:55:57.828633615 PM",
="",21634,,,,,436,="",="2/4/2026 4:55:57.844784740 PM",
="",21635,,,,,411,="",="2/4/2026 4:55:57.845057885 PM",
="",21636,,,,,440,="",="2/4/2026 4:55:57.845314375 PM",
="",21686,,,,,121,="",="2/4/2026 4:55:57.903895075 PM",
="",21737,,,,,177,="",="2/4/2026 4:55:57.977644725 PM",
="",21738,,,,,103,="",="2/4/2026 4:55:57.977725275 PM",
="",21742,,,,,177,="",="2/4/2026 4:55:57.979123780 PM",
="",21745,,,,,442,="",="2/4/2026 4:55:57.981088515 PM",
="",21765,,,,,411,="",="2/4/2026 4:55:58.033435425 PM",
="",21798,,,,,422,="",="2/4/2026 4:55:58.083791890 PM",
="",21804,,,,,171,="",="2/4/2026 4:55:58.099295320 PM",
="",21812,,,,,436,="",="2/4/2026 4:55:58.118282335 PM",
="",21858,,,,,448,="",="2/4/2026 4:55:58.175376430 PM",
="",21867,,,,,117,="",="2/4/2026 4:55:58.189337915 PM",
="",21877,,,,,109,="",="2/4/2026 4:55:58.193453915 PM",
="",21889,,,,,442,="",="2/4/2026 4:55:58.224119960 PM",
="",21890,,,,,411,="",="2/4/2026 4:55:58.224388460 PM",
="",21891,,,,,440,="",="2/4/2026 4:55:58.224630560 PM",
="",21935,,,,,425,="",="2/4/2026 4:55:58.272148410 PM",
="",21942,,,,,177,="",="2/4/2026 4:55:58.274096460 PM",
="",21943,,,,,117,="",="2/4/2026 4:55:58.274148775 PM",
="",21958,,,,,442,="",="2/4/2026 4:55:58.288891550 PM",
="",21959,,,,,440,="",="2/4/2026 4:55:58.289433985 PM",
="",21966,,,,,177,="",="2/4/2026 4:55:58.297123460 PM",
="",21982,,,,,171,="",="2/4/2026 4:55:58.321914385 PM",
="",22006,,,,,171,="",="2/4/2026 4:55:58.360523105 PM",
="",22008,,,,,171,="",="2/4/2026 4:55:58.361072945 PM",
="",22011,,,,,454,="",="2/4/2026 4:55:58.361972960 PM",
="",22022,,,,,109,="",="2/4/2026 4:55:58.366231235 PM",
="",22047,,,,,422,="",="2/4/2026 4:55:58.390992215 PM",
="",22056,,,,,117,="",="2/4/2026 4:55:58.404157230 PM",
="",22076,,,,,105,="",="2/4/2026 4:55:58.415360710 PM",
="",22078,,,,,117,="",="2/4/2026 4:55:58.415556570 PM",
="",22081,,,,,117,="",="2/4/2026 4:55:58.416417605 PM",
="",22095,,,,,105,="",="2/4/2026 4:55:58.425530620 PM",
="",22096,,,,,117,="",="2/4/2026 4:55:58.425867035 PM",
="",22154,,,,,117,="",="2/4/2026 4:55:58.503457330 PM",
="",22163,,,,,437,="",="2/4/2026 4:55:58.527582990 PM",
="",22184,,,,,171,="",="2/4/2026 4:55:58.557613330 PM",
="",22187,,,,,117,="",="2/4/2026 4:55:58.559163280 PM",
="",22192,,,,,171,="",="2/4/2026 4:55:58.565391930 PM",
="",22236,,,,,442,="",="2/4/2026 4:55:58.610048630 PM",
="",22237,,,,,422,="",="2/4/2026 4:55:58.610317130 PM",
="",22249,,,,,411,="",="2/4/2026 4:55:58.633999310 PM",
="",22250,,,,,440,="",="2/4/2026 4:55:58.634234390 PM",
="",22258,,,,,117,="",="2/4/2026 4:55:58.648218235 PM",
="",22270,,,,,117,="",="2/4/2026 4:55:58.655923450 PM",
="",22303,,,,,448,="",="2/4/2026 4:55:58.687338410 PM",
="",22305,,,,,411,="",="2/4/2026 4:55:58.687893220 PM",
="",22310,,,,,177,="",="2/4/2026 4:55:58.689900510 PM",
="",22320,,,,,454,="",="2/4/2026 4:55:58.712140905 PM",
="",22321,,,,,422,="",="2/4/2026 4:55:58.712702780 PM",
="",22328,,,,,229,="",="2/4/2026 4:55:58.723182435 PM",
="",22336,,,,,109,="",="2/4/2026 4:55:58.725009740 PM",
="",22340,,,,,117,="",="2/4/2026 4:55:58.725867960 PM",
="",22382,,,,,440,="",="2/4/2026 4:55:58.783559165 PM",
="",22383,,,,,448,="",="2/4/2026 4:55:58.783845875 PM",
="",22385,,,,,411,="",="2/4/2026 4:55:58.784414330 PM",
="",22388,,,,,448,="",="2/4/2026 4:55:58.789738695 PM",
="",22394,,,,,177,="",="2/4/2026 4:55:58.796783495 PM",
="",22399,,,,,177,="",="2/4/2026 4:55:58.798315460 PM",
="",22404,,,,,177,="",="2/4/2026 4:55:58.799743525 PM",
="",22408,,,,,442,="",="2/4/2026 4:55:58.800291370 PM",
="",22410,,,,,177,="",="2/4/2026 4:55:58.801142550 PM",
="",22416,,,,,177,="",="2/4/2026 4:55:58.802785040 PM",
="",22418,,,,,171,="",="2/4/2026 4:55:58.802935065 PM",
="",22421,,,,,177,="",="2/4/2026 4:55:58.804193585 PM",
="",22422,,,,,103,="",="2/4/2026 4:55:58.804245920 PM",
="",22430,,,,,177,="",="2/4/2026 4:55:58.806711995 PM",
="",22435,,,,,177,="",="2/4/2026 4:55:58.808130660 PM",
="",22446,,,,,115,="",="2/4/2026 4:55:58.832231705 PM",
="",22464,,,,,171,="",="2/4/2026 4:55:58.872523005 PM",
="",22477,,,,,411,="",="2/4/2026 4:55:58.886814535 PM",
="",22490,,,,,177,="",="2/4/2026 4:55:58.904353875 PM",
="",22494,,,,,92,="",="2/4/2026 4:55:58.904943800 PM",
="",22499,,,,,411,="",="2/4/2026 4:55:58.906577515 PM",
="",22504,,,,,437,="",="2/4/2026 4:55:58.919948035 PM",
="",22510,,,,,340,="",="2/4/2026 4:55:58.937886100 PM",
="",22526,,,,,436,="",="2/4/2026 4:55:58.954739875 PM",
="",22547,,,,,440,="",="2/4/2026 4:55:58.988359920 PM",
="",22548,,,,,425,="",="2/4/2026 4:55:58.988927745 PM",
="",22650,,,,,115,="",="2/4/2026 4:55:59.110642690 PM",
="",22664,,,,,454,="",="2/4/2026 4:55:59.145417590 PM",
="",22685,,,,,171,="",="2/4/2026 4:55:59.168187275 PM",
="",22692,,,,,171,="",="2/4/2026 4:55:59.179708790 PM",
="",22693,,,,,171,="",="2/4/2026 4:55:59.179774940 PM",
="",22701,,,,,117,="",="2/4/2026 4:55:59.182549215 PM",
="",22720,,,,,115,="",="2/4/2026 4:55:59.208518475 PM",
="",22721,,,,,99,="",="2/4/2026 4:55:59.208738465 PM",
="",22726,,,,,398,="",="2/4/2026 4:55:59.212279250 PM",
="",22733,,,,,171,="",="2/4/2026 4:55:59.225296540 PM",
="",22734,,,,,171,="",="2/4/2026 4:55:59.225364410 PM",
="",22750,,,,,171,="",="2/4/2026 4:55:59.249012665 PM",
="",22804,,,,,177,="",="2/4/2026 4:55:59.308842695 PM",
="",22824,,,,,440,="",="2/4/2026 4:55:59.327369940 PM",
="",22829,,,,,397,="",="2/4/2026 4:55:59.332115660 PM",
="",22860,,,,,171,="",="2/4/2026 4:55:59.384591925 PM",
="",22873,,,,,117,="",="2/4/2026 4:55:59.401560110 PM",
="",22876,,,,,411,="",="2/4/2026 4:55:59.404718770 PM",
="",22877,,,,,440,="",="2/4/2026 4:55:59.404952650 PM",
="",22882,,,,,117,="",="2/4/2026 4:55:59.415046920 PM",
="",22885,,,,,121,="",="2/4/2026 4:55:59.415893560 PM",
="",22895,,,,,411,="",="2/4/2026 4:55:59.418579980 PM",
="",22905,,,,,177,="",="2/4/2026 4:55:59.424348025 PM",
="",22910,,,,,177,="",="2/4/2026 4:55:59.424888050 PM",
="",22913,,,,,442,="",="2/4/2026 4:55:59.429989220 PM",
="",22917,,,,,436,="",="2/4/2026 4:55:59.432246545 PM",
="",22921,,,,,397,="",="2/4/2026 4:55:59.434439755 PM",
="",22924,,,,,411,="",="2/4/2026 4:55:59.445814165 PM",
="",22926,,,,,171,="",="2/4/2026 4:55:59.446365090 PM",
="",22927,,,,,115,="",="2/4/2026 4:55:59.447833935 PM",
="",22932,,,,,117,="",="2/4/2026 4:55:59.452600845 PM",
="",22940,,,,,171,="",="2/4/2026 4:55:59.456286310 PM",
="",22941,,,,,437,="",="2/4/2026 4:55:59.459986890 PM",
="",22942,,,,,411,="",="2/4/2026 4:55:59.460537090 PM",
