Bookmark,Frame#,Source Port,Destination Port,Length,Checksum,Frame Size,Delta,Timestamp,
="",10819,,,,,425,="",="2/5/2026 4:52:06.779020035 PM",
="",10820,,,,,440,="",="2/5/2026 4:52:06.779548025 PM",
="",10846,,,,,442,="",="2/5/2026 4:52:06.840040195 PM",
="",10847,,,,,411,="",="2/5/2026 4:52:06.840308695 PM",
="",10870,,,,,117,="",="2/5/2026 4:52:06.857948900 PM",
="",10871,,,,,117,="",="2/5/2026 4:52:06.857995365 PM",
="",10873,,,,,440,="",="2/5/2026 4:52:06.858303815 PM",
="",10880,,,,,436,="",="2/5/2026 4:52:06.863893220 PM",
="",10961,,,,,177,="",="2/5/2026 4:52:06.966739305 PM",
="",10962,,,,,440,="",="2/5/2026 4:52:06.966843845 PM",
="",10971,,,,,440,="",="2/5/2026 4:52:06.977391805 PM",
="",10980,,,,,364,="",="2/5/2026 4:52:06.984875650 PM",
="",11006,,,,,109,="",="2/5/2026 4:52:07.022508315 PM",
="",11016,,,,,99,="",="2/5/2026 4:52:07.044392035 PM",
="",11018,,,,,411,="",="2/5/2026 4:52:07.045118530 PM",
="",11019,,,,,440,="",="2/5/2026 4:52:07.045351850 PM",
="",11049,,,,,440,="",="2/5/2026 4:52:07.069227325 PM",
="",11093,,,,,177,="",="2/5/2026 4:52:07.121412970 PM",
="",11108,,,,,442,="",="2/5/2026 4:52:07.147241680 PM",
="",11109,,,,,440,="",="2/5/2026 4:52:07.147752105 PM",
="",11122,,,,,171,="",="2/5/2026 4:52:07.165525600 PM",
="",11124,,,,,436,="",="2/5/2026 4:52:07.165928520 PM",
="",11125,,,,,436,="",="2/5/2026 4:52:07.166315475 PM",
="",11126,,,,,411,="",="2/5/2026 4:52:07.166589285 PM",
="",11138,,,,,117,="",="2/5/2026 4:52:07.181966750 PM",
="",11180,,,,,436,="",="2/5/2026 4:52:07.255254460 PM",
="",11199,,,,,377,="",="2/5/2026 4:52:07.268106390 PM",
="",11209,,,,,117,="",="2/5/2026 4:52:07.281803290 PM",
="",11213,,,,,117,="",="2/5/2026 4:52:07.284484145 PM",
="",11220,,,,,117,="",="2/5/2026 4:52:07.287927770 PM",
="",11235,,,,,115,="",="2/5/2026 4:52:07.305961570 PM",
="",11253,,,,,398,="",="2/5/2026 4:52:07.341336410 PM",
="",11267,,,,,117,="",="2/5/2026 4:52:07.364282150 PM",
="",11283,,,,,436,="",="2/5/2026 4:52:07.371116670 PM",
="",11284,,,,,411,="",="2/5/2026 4:52:07.371391720 PM",
="",11333,,,,,440,="",="2/5/2026 4:52:07.425965700 PM",
="",11351,,,,,442,="",="2/5/2026 4:52:07.454442850 PM",
="",11381,,,,,177,="",="2/5/2026 4:52:07.478670075 PM",
="",11382,,,,,99,="",="2/5/2026 4:52:07.478715850 PM",
="",11387,,,,,177,="",="2/5/2026 4:52:07.481856580 PM",
="",11392,,,,,177,="",="2/5/2026 4:52:07.483293300 PM",
="",11396,,,,,177,="",="2/5/2026 4:52:07.484734045 PM",
="",11400,,,,,177,="",="2/5/2026 4:52:07.486127655 PM",
="",11403,,,,,440,="",="2/5/2026 4:52:07.487061140 PM",
="",11406,,,,,177,="",="2/5/2026 4:52:07.488167535 PM",
="",11407,,,,,99,="",="2/5/2026 4:52:07.488212910 PM",
="",11411,,,,,436,="",="2/5/2026 4:52:07.488884580 PM",
="",11414,,,,,437,="",="2/5/2026 4:52:07.491641655 PM",
="",11415,,,,,411,="",="2/5/2026 4:52:07.492191375 PM",
="",11440,,,,,105,="",="2/5/2026 4:52:07.534729225 PM",
="",11442,,,,,103,="",="2/5/2026 4:52:07.535721970 PM",
="",11443,,,,,117,="",="2/5/2026 4:52:07.535769845 PM",
="",11468,,,,,436,="",="2/5/2026 4:52:07.580699495 PM",
="",11469,,,,,411,="",="2/5/2026 4:52:07.580973265 PM",
="",11472,,,,,442,="",="2/5/2026 4:52:07.588550220 PM",
="",11474,,,,,440,="",="2/5/2026 4:52:07.589069540 PM",
="",11475,,,,,454,="",="2/5/2026 4:52:07.589357050 PM",
="",11476,,,,,440,="",="2/5/2026 4:52:07.590185030 PM",
="",11492,,,,,436,="",="2/5/2026 4:52:07.602824560 PM",
="",11521,,,,,442,="",="2/5/2026 4:52:07.659244165 PM",
="",11531,,,,,484,="",="2/5/2026 4:52:07.668031265 PM",
="",11560,,,,,440,="",="2/5/2026 4:52:07.701133850 PM",
="",11585,,,,,440,="",="2/5/2026 4:52:07.722455930 PM",
="",11610,,,,,447,="",="2/5/2026 4:52:07.731287600 PM",
="",11626,,,,,121,="",="2/5/2026 4:52:07.736434450 PM",
="",11650,,,,,411,="",="2/5/2026 4:52:07.778278515 PM",
="",11652,,,,,448,="",="2/5/2026 4:52:07.778797555 PM",
="",11670,,,,,437,="",="2/5/2026 4:52:07.802731890 PM",
="",11719,,,,,448,="",="2/5/2026 4:52:07.869352650 PM",
="",11728,,,,,411,="",="2/5/2026 4:52:07.880669515 PM",
="",11731,,,,,171,="",="2/5/2026 4:52:07.882332230 PM",
="",11732,,,,,117,="",="2/5/2026 4:52:07.882475555 PM",
="",11741,,,,,454,="",="2/5/2026 4:52:07.896599135 PM",
="",11742,,,,,422,="",="2/5/2026 4:52:07.897118485 PM",
="",11743,,,,,171,="",="2/5/2026 4:52:07.897770720 PM",
="",11757,,,,,436,="",="2/5/2026 4:52:07.910029735 PM",
="",11801,,,,,105,="",="2/5/2026 4:52:07.951376645 PM",
="",11805,,,,,398,="",="2/5/2026 4:52:07.955745460 PM",
="",11825,,,,,117,="",="2/5/2026 4:52:07.982787710 PM",
="",11843,,,,,177,="",="2/5/2026 4:52:07.990522050 PM",
="",11857,,,,,177,="",="2/5/2026 4:52:08.004993935 PM",
="",11864,,,,,436,="",="2/5/2026 4:52:08.012429310 PM",
="",11866,,,,,440,="",="2/5/2026 4:52:08.012936300 PM",
="",11898,,,,,117,="",="2/5/2026 4:52:08.084833340 PM",
="",11922,,,,,440,="",="2/5/2026 4:52:08.101071290 PM",
="",11924,,,,,442,="",="2/5/2026 4:52:08.101665995 PM",
="",11925,,,,,422,="",="2/5/2026 4:52:08.101934495 PM",
="",11926,,,,,440,="",="2/5/2026 4:52:08.102184635 PM",
="",11927,,,,,171,="",="2/5/2026 4:52:08.102541935 PM",
="",11928,,,,,171,="",="2/5/2026 4:52:08.102601100 PM",
="",11942,,,,,411,="",="2/5/2026 4:52:08.115080570 PM",
="",11960,,,,,442,="",="2/5/2026 4:52:08.171246260 PM",
="",11971,,,,,105,="",="2/5/2026 4:52:08.182141310 PM",
="",11975,,,,,103,="",="2/5/2026 4:52:08.184803120 PM",
="",11997,,,,,105,="",="2/5/2026 4:52:08.197569160 PM",
="",12004,,,,,117,="",="2/5/2026 4:52:08.200513780 PM",
="",12013,,,,,454,="",="2/5/2026 4:52:08.203772670 PM",
="",12014,,,,,442,="",="2/5/2026 4:52:08.204059480 PM",
="",12015,,,,,440,="",="2/5/2026 4:52:08.204584795 PM",
="",12062,,,,,422,="",="2/5/2026 4:52:08.280191360 PM",
="",12063,,,,,440,="",="2/5/2026 4:52:08.280455785 PM",
="",12076,,,,,177,="",="2/5/2026 4:52:08.286486365 PM",
="",12096,,,,,171,="",="2/5/2026 4:52:08.299801070 PM",
="",12100,,,,,454,="",="2/5/2026 4:52:08.305044910 PM",
="",12110,,,,,411,="",="2/5/2026 4:52:08.308358615 PM",
="",12111,,,,,171,="",="2/5/2026 4:52:08.308918820 PM",
="",12115,,,,,448,="",="2/5/2026 4:52:08.312381870 PM",
="",12116,,,,,436,="",="2/5/2026 4:52:08.312662150 PM",
="",12117,,,,,411,="",="2/5/2026 4:52:08.312935960 PM",
="",12118,,,,,440,="",="2/5/2026 4:52:08.313192570 PM",
="",12128,,,,,454,="",="2/5/2026 4:52:08.327059660 PM",
="",12149,,,,,442,="",="2/5/2026 4:52:08.359197705 PM",
="",12159,,,,,117,="",="2/5/2026 4:52:08.367984065 PM",
="",12161,,,,,422,="",="2/5/2026 4:52:08.369747360 PM",
="",12195,,,,,454,="",="2/5/2026 4:52:08.407445270 PM",
="",12202,,,,,171,="",="2/5/2026 4:52:08.409712080 PM",
="",12205,,,,,411,="",="2/5/2026 4:52:08.410759175 PM",
="",12224,,,,,117,="",="2/5/2026 4:52:08.437860910 PM",
="",12227,,,,,103,="",="2/5/2026 4:52:08.438149770 PM",
="",12228,,,,,117,="",="2/5/2026 4:52:08.438199005 PM",
="",12239,,,,,454,="",="2/5/2026 4:52:08.461289225 PM",
="",12240,,,,,442,="",="2/5/2026 4:52:08.461574505 PM",
="",12241,,,,,440,="",="2/5/2026 4:52:08.462116205 PM",
="",12245,,,,,117,="",="2/5/2026 4:52:08.464981380 PM",
="",12281,,,,,177,="",="2/5/2026 4:52:08.502527420 PM",
="",12286,,,,,177,="",="2/5/2026 4:52:08.504018955 PM",
="",12290,,,,,440,="",="2/5/2026 4:52:08.504812780 PM",
="",12292,,,,,177,="",="2/5/2026 4:52:08.506198400 PM",
="",12297,,,,,177,="",="2/5/2026 4:52:08.507614385 PM",
="",12302,,,,,177,="",="2/5/2026 4:52:08.509052370 PM",
="",12309,,,,,177,="",="2/5/2026 4:52:08.510555640 PM",
="",12310,,,,,440,="",="2/5/2026 4:52:08.510673340 PM",
="",12311,,,,,454,="",="2/5/2026 4:52:08.510961570 PM",
="",12313,,,,,177,="",="2/5/2026 4:52:08.511977410 PM",
="",12323,,,,,448,="",="2/5/2026 4:52:08.517184000 PM",
="",12324,,,,,411,="",="2/5/2026 4:52:08.517738490 PM",
="",12342,,,,,117,="",="2/5/2026 4:52:08.537768365 PM",
="",12352,,,,,440,="",="2/5/2026 4:52:08.560752210 PM",
="",12353,,,,,422,="",="2/5/2026 4:52:08.564254315 PM",
="",12373,,,,,440,="",="2/5/2026 4:52:08.597709495 PM",
="",12378,,,,,377,="",="2/5/2026 4:52:08.599616070 PM",
="",12394,,,,,117,="",="2/5/2026 4:52:08.611570925 PM",
="",12400,,,,,171,="",="2/5/2026 4:52:08.614599375 PM",
="",12405,,,,,171,="",="2/5/2026 4:52:08.616119485 PM",
="",12406,,,,,165,="",="2/5/2026 4:52:08.616390755 PM",
="",12413,,,,,440,="",="2/5/2026 4:52:08.620416290 PM",
="",12442,,,,,422,="",="2/5/2026 4:52:08.666676185 PM",
="",12443,,,,,440,="",="2/5/2026 4:52:08.666920105 PM",
="",12465,,,,,437,="",="2/5/2026 4:52:08.702046265 PM",
="",12468,,,,,177,="",="2/5/2026 4:52:08.702973320 PM",
="",12472,,,,,109,="",="2/5/2026 4:52:08.707844290 PM",
="",12487,,,,,411,="",="2/5/2026 4:52:08.717959415 PM",
="",12488,,,,,440,="",="2/5/2026 4:52:08.718225030 PM",
="",12491,,,,,411,="",="2/5/2026 4:52:08.722562585 PM",
="",12493,,,,,437,="",="2/5/2026 4:52:08.724335455 PM",
="",12507,,,,,117,="",="2/5/2026 4:52:08.736558015 PM",
="",12513,,,,,436,="",="2/5/2026 4:52:08.745924885 PM",
="",12514,,,,,411,="",="2/5/2026 4:52:08.746189385 PM",
="",12515,,,,,440,="",="2/5/2026 4:52:08.746436690 PM",
="",12539,,,,,238,="",="2/5/2026 4:52:08.800409805 PM",
="",12540,,,,,425,="",="2/5/2026 4:52:08.801987715 PM",
="",12541,,,,,450,="",="2/5/2026 4:52:08.802465845 PM",
="",12548,,,,,450,="",="2/5/2026 4:52:08.804547700 PM",
="",12553,,,,,464,="",="2/5/2026 4:52:08.806966315 PM",
="",12555,,,,,450,="",="2/5/2026 4:52:08.807319160 PM",
="",12560,,,,,464,="",="2/5/2026 4:52:08.808865495 PM",
="",12572,,,,,450,="",="2/5/2026 4:52:08.812031535 PM",
="",12589,,,,,115,="",="2/5/2026 4:52:08.816867985 PM",
="",12590,,,,,99,="",="2/5/2026 4:52:08.816912025 PM",
="",12591,,,,,115,="",="2/5/2026 4:52:08.816988205 PM",
="",12598,,,,,422,="",="2/5/2026 4:52:08.818753370 PM",
="",12604,,,,,440,="",="2/5/2026 4:52:08.820595990 PM",
="",12605,,,,,171,="",="2/5/2026 4:52:08.820902900 PM",
="",12608,,,,,411,="",="2/5/2026 4:52:08.827302435 PM",
="",12649,,,,,115,="",="2/5/2026 4:52:08.872228735 PM",
="",12651,,,,,117,="",="2/5/2026 4:52:08.874192435 PM",
="",12655,,,,,454,="",="2/5/2026 4:52:08.881175940 PM",
="",12671,,,,,442,="",="2/5/2026 4:52:08.905175235 PM",
="",12682,,,,,442,="",="2/5/2026 4:52:08.913346100 PM",
="",12683,,,,,115,="",="2/5/2026 4:52:08.914403565 PM",
="",12685,,,,,99,="",="2/5/2026 4:52:08.915481370 PM",
="",12687,,,,,99,="",="2/5/2026 4:52:08.916195900 PM",
="",12692,,,,,454,="",="2/5/2026 4:52:08.920572565 PM",
="",12693,,,,,442,="",="2/5/2026 4:52:08.920849065 PM",
="",12694,,,,,440,="",="2/5/2026 4:52:08.921387690 PM",
="",12706,,,,,177,="",="2/5/2026 4:52:08.926342100 PM",
="",12707,,,,,177,="",="2/5/2026 4:52:08.926458905 PM",
="",12708,,,,,177,="",="2/5/2026 4:52:08.926694010 PM",
="",12710,,,,,411,="",="2/5/2026 4:52:08.927363800 PM",
="",12711,,,,,440,="",="2/5/2026 4:52:08.927597960 PM",
="",12820,,,,,440,="",="2/5/2026 4:52:09.029998920 PM",
="",12827,,,,,117,="",="2/5/2026 4:52:09.034117805 PM",
="",12840,,,,,436,="",="2/5/2026 4:52:09.060486420 PM",
="",12841,,,,,411,="",="2/5/2026 4:52:09.060785725 PM",
="",12856,,,,,117,="",="2/5/2026 4:52:09.085680160 PM",
="",12857,,,,,117,="",="2/5/2026 4:52:09.085731945 PM",
="",12861,,,,,440,="",="2/5/2026 4:52:09.093361850 PM",
="",12884,,,,,440,="",="2/5/2026 4:52:09.112454200 PM",
="",12887,,,,,422,="",="2/5/2026 4:52:09.118450510 PM",
="",12888,,,,,440,="",="2/5/2026 4:52:09.118689230 PM",
="",12889,,,,,171,="",="2/5/2026 4:52:09.119015610 PM",
="",12894,,,,,454,="",="2/5/2026 4:52:09.125373875 PM",
="",12895,,,,,422,="",="2/5/2026 4:52:09.125923480 PM",
="",12896,,,,,171,="",="2/5/2026 4:52:09.126547620 PM",
="",12899,,,,,411,="",="2/5/2026 4:52:09.127560540 PM",
="",12901,,,,,171,="",="2/5/2026 4:52:09.128112330 PM",
="",12912,,,,,121,="",="2/5/2026 4:52:09.141024585 PM",
="",12913,,,,,117,="",="2/5/2026 4:52:09.141090695 PM",
="",12920,,,,,454,="",="2/5/2026 4:52:09.146260305 PM",
="",12933,,,,,442,="",="2/5/2026 4:52:09.178403230 PM",
="",12935,,,,,440,="",="2/5/2026 4:52:09.178919150 PM",
="",12949,,,,,422,="",="2/5/2026 4:52:09.189088770 PM",
="",12964,,,,,442,="",="2/5/2026 4:52:09.212376105 PM",
="",12965,,,,,440,="",="2/5/2026 4:52:09.212920885 PM",
="",12967,,,,,171,="",="2/5/2026 4:52:09.213551305 PM",
="",12968,,,,,436,="",="2/5/2026 4:52:09.214325100 PM",
="",12971,,,,,442,="",="2/5/2026 4:52:09.220572165 PM",
="",12974,,,,,171,="",="2/5/2026 4:52:09.221416730 PM",
="",12975,,,,,364,="",="2/5/2026 4:52:09.221819380 PM",
="",12991,,,,,454,="",="2/5/2026 4:52:09.227773915 PM",
="",12992,,,,,442,="",="2/5/2026 4:52:09.228088580 PM",
="",12993,,,,,422,="",="2/5/2026 4:52:09.228357080 PM",
="",12994,,,,,440,="",="2/5/2026 4:52:09.228588440 PM",
="",12995,,,,,171,="",="2/5/2026 4:52:09.228914605 PM",
="",13003,,,,,440,="",="2/5/2026 4:52:09.234800510 PM",
="",13023,,,,,440,="",="2/5/2026 4:52:09.266123150 PM",
="",13028,,,,,442,="",="2/5/2026 4:52:09.280890480 PM",
="",13031,,,,,117,="",="2/5/2026 4:52:09.282143950 PM",
="",13036,,,,,454,="",="2/5/2026 4:52:09.290777425 PM",
="",13038,,,,,422,="",="2/5/2026 4:52:09.291342380 PM",
="",13059,,,,,377,="",="2/5/2026 4:52:09.316121745 PM",
="",13098,,,,,99,="",="2/5/2026 4:52:09.347171730 PM",
="",13116,,,,,117,="",="2/5/2026 4:52:09.367156825 PM",
="",13120,,,,,448,="",="2/5/2026 4:52:09.368311705 PM",
="",13122,,,,,440,="",="2/5/2026 4:52:09.369122885 PM",
="",13134,,,,,422,="",="2/5/2026 4:52:09.393740220 PM",
="",13148,,,,,442,="",="2/5/2026 4:52:09.417177360 PM",
="",13155,,,,,440,="",="2/5/2026 4:52:09.419655710 PM",
="",13167,,,,,99,="",="2/5/2026 4:52:09.428256820 PM",
="",13175,,,,,171,="",="2/5/2026 4:52:09.433715755 PM",
="",13176,,,,,171,="",="2/5/2026 4:52:09.433826720 PM",
="",13179,,,,,448,="",="2/5/2026 4:52:09.434184695 PM",
="",13187,,,,,117,="",="2/5/2026 4:52:09.436896840 PM",
="",13191,,,,,117,="",="2/5/2026 4:52:09.437476045 PM",
="",13194,,,,,117,="",="2/5/2026 4:52:09.437743310 PM",
="",13223,,,,,448,="",="2/5/2026 4:52:09.469807560 PM",
="",13224,,,,,411,="",="2/5/2026 4:52:09.470364570 PM",
="",13230,,,,,422,="",="2/5/2026 4:52:09.485879220 PM",
="",13233,,,,,454,="",="2/5/2026 4:52:09.495709675 PM",
="",13235,,,,,422,="",="2/5/2026 4:52:09.496297615 PM",
="",13245,,,,,422,="",="2/5/2026 4:52:09.508994970 PM",
="",13246,,,,,440,="",="2/5/2026 4:52:09.509263155 PM",
="",13265,,,,,177,="",="2/5/2026 4:52:09.526973535 PM",
="",13274,,,,,177,="",="2/5/2026 4:52:09.529387325 PM",
="",13279,,,,,177,="",="2/5/2026 4:52:09.530843510 PM",
="",13286,,,,,177,="",="2/5/2026 4:52:09.532499640 PM",
="",13290,,,,,177,="",="2/5/2026 4:52:09.533886530 PM",
="",13293,,,,,442,="",="2/5/2026 4:52:09.534449515 PM",
="",13297,,,,,177,="",="2/5/2026 4:52:09.536152540 PM",
="",13298,,,,,99,="",="2/5/2026 4:52:09.536197915 PM",
="",13302,,,,,117,="",="2/5/2026 4:52:09.536747145 PM",
="",13303,,,,,436,="",="2/5/2026 4:52:09.536864550 PM",
="",13307,,,,,177,="",="2/5/2026 4:52:09.537926540 PM",
="",13310,,,,,117,="",="2/5/2026 4:52:09.538582895 PM",
="",13319,,,,,411,="",="2/5/2026 4:52:09.541772435 PM",
="",13320,,,,,440,="",="2/5/2026 4:52:09.542002875 PM",
="",13321,,,,,436,="",="2/5/2026 4:52:09.542322385 PM",
="",13322,,,,,411,="",="2/5/2026 4:52:09.542596155 PM",
="",13323,,,,,440,="",="2/5/2026 4:52:09.542852620 PM",
="",13343,,,,,99,="",="2/5/2026 4:52:09.563677985 PM",
="",13347,,,,,448,="",="2/5/2026 4:52:09.572208215 PM",
="",13348,,,,,436,="",="2/5/2026 4:52:09.572489280 PM",
="",13349,,,,,411,="",="2/5/2026 4:52:09.572771985 PM",
="",13350,,,,,440,="",="2/5/2026 4:52:09.573018995 PM",
="",13358,,,,,454,="",="2/5/2026 4:52:09.587715015 PM",
="",13359,,,,,229,="",="2/5/2026 4:52:09.588542275 PM",
="",13363,,,,,422,="",="2/5/2026 4:52:09.598543585 PM",
="",13384,,,,,454,="",="2/5/2026 4:52:09.629866230 PM",
="",13386,,,,,422,="",="2/5/2026 4:52:09.630452290 PM",
="",13388,,,,,364,="",="2/5/2026 4:52:09.631430120 PM",
="",13389,,,,,117,="",="2/5/2026 4:52:09.632422265 PM",
="",13397,,,,,177,="",="2/5/2026 4:52:09.636579690 PM",
="",13401,,,,,422,="",="2/5/2026 4:52:09.637283815 PM",
="",13404,,,,,440,="",="2/5/2026 4:52:09.638096815 PM",
="",13405,,,,,171,="",="2/5/2026 4:52:09.638416900 PM",
="",13406,,,,,448,="",="2/5/2026 4:52:09.638983725 PM",
="",13407,,,,,448,="",="2/5/2026 4:52:09.643593375 PM",
="",13408,,,,,411,="",="2/5/2026 4:52:09.644485360 PM",
="",13421,,,,,442,="",="2/5/2026 4:52:09.658569365 PM",
="",13458,,,,,442,="",="2/5/2026 4:52:09.724414110 PM",
="",13467,,,,,177,="",="2/5/2026 4:52:09.728040280 PM",
="",13468,,,,,99,="",="2/5/2026 4:52:09.728085655 PM",
="",13473,,,,,454,="",="2/5/2026 4:52:09.732192955 PM",
="",13478,,,,,117,="",="2/5/2026 4:52:09.733447310 PM",
="",13487,,,,,117,="",="2/5/2026 4:52:09.737144745 PM",
="",13498,,,,,436,="",="2/5/2026 4:52:09.741688555 PM",
="",13499,,,,,436,="",="2/5/2026 4:52:09.746275370 PM",
="",13500,,,,,411,="",="2/5/2026 4:52:09.746549140 PM",
="",13509,,,,,446,="",="2/5/2026 4:52:09.752417940 PM",
="",13515,,,,,442,="",="2/5/2026 4:52:09.760946000 PM",
="",13516,,,,,440,="",="2/5/2026 4:52:09.761487740 PM",
="",13520,,,,,436,="",="2/5/2026 4:52:09.777313620 PM",
="",13522,,,,,440,="",="2/5/2026 4:52:09.777820045 PM",
="",13529,,,,,437,="",="2/5/2026 4:52:09.788744890 PM",
="",13539,,,,,411,="",="2/5/2026 4:52:09.815538070 PM",
="",13553,,,,,436,="",="2/5/2026 4:52:09.828750400 PM",
="",13556,,,,,454,="",="2/5/2026 4:52:09.834668535 PM",
="",13558,,,,,440,="",="2/5/2026 4:52:09.835496115 PM",
="",13565,,,,,177,="",="2/5/2026 4:52:09.837652625 PM",
="",13572,,,,,117,="",="2/5/2026 4:52:09.839361690 PM",
="",13575,,,,,454,="",="2/5/2026 4:52:09.841049720 PM",
="",13582,,,,,448,="",="2/5/2026 4:52:09.843784830 PM",
="",13590,,,,,171,="",="2/5/2026 4:52:09.847401170 PM",
="",13593,,,,,177,="",="2/5/2026 4:52:09.847882465 PM",
="",13594,,,,,177,="",="2/5/2026 4:52:09.848000325 PM",
="",13595,,,,,177,="",="2/5/2026 4:52:09.848117570 PM",
="",13596,,,,,177,="",="2/5/2026 4:52:09.848234255 PM",
="",13597,,,,,177,="",="2/5/2026 4:52:09.848352140 PM",
="",13598,,,,,177,="",="2/5/2026 4:52:09.848469345 PM",
="",13599,,,,,177,="",="2/5/2026 4:52:09.848586685 PM",
="",13600,,,,,177,="",="2/5/2026 4:52:09.848704010 PM",
="",13601,,,,,436,="",="2/5/2026 4:52:09.848997175 PM",
="",13617,,,,,437,="",="2/5/2026 4:52:09.872033435 PM",
="",13618,,,,,448,="",="2/5/2026 4:52:09.879409775 PM",
="",13619,,,,,440,="",="2/5/2026 4:52:09.880221555 PM",
="",13627,,,,,437,="",="2/5/2026 4:52:09.891144520 PM",
="",13628,,,,,454,="",="2/5/2026 4:52:09.894894895 PM",
="",13629,,,,,440,="",="2/5/2026 4:52:09.895722115 PM",
="",13640,,,,,440,="",="2/5/2026 4:52:09.918861730 PM",
="",13645,,,,,171,="",="2/5/2026 4:52:09.924988700 PM",
="",13654,,,,,442,="",="2/5/2026 4:52:09.929217195 PM",
="",13655,,,,,440,="",="2/5/2026 4:52:09.930049920 PM",
="",13661,,,,,440,="",="2/5/2026 4:52:09.931666315 PM",
="",13667,,,,,442,="",="2/5/2026 4:52:09.938377170 PM",
="",13676,,,,,448,="",="2/5/2026 4:52:09.946184740 PM",
="",13677,,,,,411,="",="2/5/2026 4:52:09.946739375 PM",
="",13678,,,,,171,="",="2/5/2026 4:52:09.947321925 PM",
="",13690,,,,,448,="",="2/5/2026 4:52:09.950795870 PM",
="",13692,,,,,411,="",="2/5/2026 4:52:09.951541085 PM",
="",13693,,,,,440,="",="2/5/2026 4:52:09.951774645 PM",
="",13695,,,,,117,="",="2/5/2026 4:52:09.952157345 PM",
="",13701,,,,,117,="",="2/5/2026 4:52:09.956267835 PM",
="",13709,,,,,442,="",="2/5/2026 4:52:09.965746445 PM",
="",13715,,,,,448,="",="2/5/2026 4:52:09.981825645 PM",
="",13717,,,,,411,="",="2/5/2026 4:52:09.982388225 PM",
="",13731,,,,,454,="",="2/5/2026 4:52:10.007581220 PM",
="",13732,,,,,440,="",="2/5/2026 4:52:10.008407800 PM",
="",13753,,,,,411,="",="2/5/2026 4:52:10.033825170 PM",
="",13761,,,,,117,="",="2/5/2026 4:52:10.045376050 PM",
="",13767,,,,,442,="",="2/5/2026 4:52:10.047272290 PM",
="",13769,,,,,117,="",="2/5/2026 4:52:10.048063380 PM",
="",13774,,,,,117,="",="2/5/2026 4:52:10.050296220 PM",
="",13776,,,,,121,="",="2/5/2026 4:52:10.051110790 PM",
="",13780,,,,,103,="",="2/5/2026 4:52:10.053966890 PM",
="",13782,,,,,436,="",="2/5/2026 4:52:10.054389970 PM",
="",13791,,,,,440,="",="2/5/2026 4:52:10.057028885 PM",
="",13792,,,,,117,="",="2/5/2026 4:52:10.057368065 PM",
="",13798,,,,,177,="",="2/5/2026 4:52:10.058690785 PM",
="",13813,,,,,117,="",="2/5/2026 4:52:10.082864790 PM",
="",13815,,,,,411,="",="2/5/2026 4:52:10.084765830 PM",
="",13826,,,,,437,="",="2/5/2026 4:52:10.095947005 PM",
="",13827,,,,,436,="",="2/5/2026 4:52:10.096219955 PM",
="",13828,,,,,440,="",="2/5/2026 4:52:10.096750310 PM",
="",13845,,,,,117,="",="2/5/2026 4:52:10.120107410 PM",
="",13865,,,,,436,="",="2/5/2026 4:52:10.135929020 PM",
="",13866,,,,,411,="",="2/5/2026 4:52:10.136202390 PM",
="",13867,,,,,440,="",="2/5/2026 4:52:10.136477935 PM",
="",13870,,,,,117,="",="2/5/2026 4:52:10.138541490 PM",
="",13884,,,,,213,="",="2/5/2026 4:52:10.151764015 PM",
="",13885,,,,,229,="",="2/5/2026 4:52:10.151975660 PM",
="",13888,,,,,411,="",="2/5/2026 4:52:10.156344425 PM",
="",13897,,,,,117,="",="2/5/2026 4:52:10.160513385 PM",
="",13900,,,,,333,="",="2/5/2026 4:52:10.167519755 PM",
="",13912,,,,,117,="",="2/5/2026 4:52:10.181765150 PM",
="",13916,,,,,177,="",="2/5/2026 4:52:10.183219065 PM",
="",13923,,,,,123,="",="2/5/2026 4:52:10.184555340 PM",
="",13926,,,,,436,="",="2/5/2026 4:52:10.186930340 PM",
="",13927,,,,,411,="",="2/5/2026 4:52:10.187194840 PM",
="",13970,,,,,440,="",="2/5/2026 4:52:10.236113640 PM",
="",13982,,,,,177,="",="2/5/2026 4:52:10.243434825 PM",
="",13996,,,,,448,="",="2/5/2026 4:52:10.253385365 PM",
="",13997,,,,,436,="",="2/5/2026 4:52:10.253666470 PM",
="",14015,,,,,454,="",="2/5/2026 4:52:10.272661470 PM",
="",14022,,,,,117,="",="2/5/2026 4:52:10.282140880 PM",
="",14023,,,,,117,="",="2/5/2026 4:52:10.282191305 PM",
="",14031,,,,,448,="",="2/5/2026 4:52:10.289012590 PM",
="",14046,,,,,117,="",="2/5/2026 4:52:10.325295490 PM",
="",14052,,,,,115,="",="2/5/2026 4:52:10.330800780 PM",
="",14069,,,,,436,="",="2/5/2026 4:52:10.340730215 PM",
="",14077,,,,,177,="",="2/5/2026 4:52:10.345765680 PM",
="",14082,,,,,177,="",="2/5/2026 4:52:10.347262695 PM",
="",14088,,,,,177,="",="2/5/2026 4:52:10.349578735 PM",
="",14089,,,,,99,="",="2/5/2026 4:52:10.349625870 PM",
="",14094,,,,,177,="",="2/5/2026 4:52:10.351088070 PM",
="",14119,,,,,454,="",="2/5/2026 4:52:10.375061650 PM",
="",14120,,,,,442,="",="2/5/2026 4:52:10.375346555 PM",
="",14137,,,,,109,="",="2/5/2026 4:52:10.394576815 PM",
="",14158,,,,,115,="",="2/5/2026 4:52:10.427350305 PM",
